                                          ,pkgs_before,pkgs_after
ie1ea480c04f1d954736074dced7b59e20ce917a86,11.0       ,7.0
ie445f63fe740f8ca3e89f3a3d5d4dae145d5cdd38,12.0       ,12.0
ie6d321d1c43b1337fd00fb1b583bcedff2035bf62,10.0       ,6.0
ie861850f91cd05b15de2857c8dd08f735f8f682fb,11.0       ,10.0
ie1e35e339f983fbb5f9e642f7f3eb89b05b0a1b58,12.0       ,8.0
ie953bd1e487511252e390182604857b9e32942aae,4.0        ,1.0
ie6f89a9a717d072500c41ccf4538d3b69c6ff9570,12.0       ,10.0
ie3480acda007771e8f30d52be65b44766523d780b,9.0        ,7.0
ie2bcb69c9eb24b3e67be4ea2d338d99e8637225a5,14.0       ,12.0
iefed6cca56d126e7b5f3c433cc753cb8379008ffb,13.0       ,10.0
iea16c00b1f2c533347bf125007f08f6cfad776719,13.0       ,8.0
ieb00a1c6261a06a0f6ef9e45671eb038fce0c484b,14.0       ,12.0
ie66eb8487be4a6745f5fd21e77b863bc384932eb1,22.0       ,16.0
iec743552caabda6258a2120376044d78e12aeef99,16.0       ,14.0
iea90ace24c5a616bdb404289af1b033374cb823c6,14.0       ,11.0
ie6ba6f76ac8eb67cc4e59321c2aaa7ab72bb293ec,17.0       ,12.0
ie9a612a5682c785c24f45611592ab8d22981beb00,7.0        ,3.0
iedbdcfdf381c8b59db5e44ed067fe72f589725a42,12.0       ,10.0
ief0be19247ac74ab4a61de5f2f15e63223661add2,17.0       ,13.0
ie0bf018becc639de2dd692171156585ecd9d91eb5,19.0       ,17.0
ief39a2765fc503db26dba5ab861e48cf059b21f03,10.0       ,7.0
ie910a5a78f7ace27a02ec83977e6c134696519dde,11.0       ,10.0
ie1d4d088784200d3b2eaf627d041965cd34ce3c53,13.0       ,9.0
iea1a7b027acbcd6d73011f6af7b7d8d2650feffcd,17.0       ,11.0
iebe9409d64db59b83de02d60435c0ae205a6c325c,12.0       ,9.0
ie25614f0274bcc6db99ae42c44a23522cffc1ddef,15.0       ,12.0
ie13df8132289ab19ea00f9f4c787c58376f1f19ee,11.0       ,7.0
iec098997c509067af382e3e173a47b1e89645eb4a,20.0       ,15.0
ie7e7b2e731bd7f54f639768d47115e00d9351a907,11.0       ,8.0
ie325e9f31c4864cb744fbbc053f50693d9f9d16c8,9.0        ,8.0
iec66da817f725337c4ec7a05e73a2dd887ef00d34,17.0       ,14.0
ie4e6fff4157d78af3a3fe2452d11e7ba435dc4b41,13.0       ,12.0
ie58fd1ffb2cca6b53f42bad99c22d50704c0b3b2e,10.0       ,7.0
ie05bc6b811d3c53cd8070d72a82df9cd8e88a502e,16.0       ,13.0
iee3a7265b7f8b92f8aea7899a3e5e019ab5acef98,12.0       ,9.0
ie3836c0f0d54fb3f2df6caaa8736e198f5d6a3675,19.0       ,11.0
ie6f895bab9e29dfd62826aa3a4ce790b5c3e7f4e3,15.0       ,10.0
ie077fe6e18146f11ba4f9a5fec01006672b679947,15.0       ,10.0
ie47e1aa1705f1ca9b854ec637859b3bcffae45736,10.0       ,6.0
ieb71fb3e514544ee767e9dc7e08caf8c01463a438,14.0       ,10.0
ie9c6d889daa1fb52810a3f075b9ce9e07bbc36ff6,13.0       ,10.0
ie9980226b9ac8398e73aa22d9dcb7fa45ce1ba8ce,16.0       ,16.0
ie88210c111a0079e44dfbbf0fe83a9edd5047655c,14.0       ,12.0
ie453361bee42dc9972aeb26a2600d894dd8dfa697,13.0       ,8.0
ie9fd840382ab670fbcbc339b18f66b67b16751b68,14.0       ,10.0
ief75d0a6bec8782ca96534954dd1808cf68184a06,20.0       ,14.0
ie98fd02662b77f3af1a6287524a8f2e2513bdcc95,14.0       ,9.0
ieeace6aa7599ab6903c76d6cfc6d9293c8da7e983,11.0       ,7.0
iea3be2b37fefd1ce75ec88bea9c95039cd70bfbfc,15.0       ,11.0
ie60759edd153df7916c04c56b43ab937c6903e1eb,14.0       ,12.0
iebbb929448956df247f762570556ecce9f9148f27,14.0       ,11.0
ie4644ea6446bfdd0429c6e510f1bf8d789f8e1905,12.0       ,10.0
ie88dd0e9ae56cbf14f10a7e5a2d3c86c61bf0e0a8,11.0       ,10.0
ie9f77b54573f89b26ce7703575e8eccb49389e270,15.0       ,12.0
ie565ecdf9476c1e137b50f6b9effa66042b57c424,14.0       ,11.0
ie9753b01d7db7a4b13d273c64525c00724d64c043,7.0        ,5.0
ie6fb1321c06fff471704c454e6d30b60fc6ec6a90,14.0       ,9.0
ieda75e777c6cc9301469f202f850b52a8cbdb8205,15.0       ,13.0
iee46191ea5abffb6ddc9e1e0412fe4ef85d2687c7,11.0       ,9.0
ie3012301f9844f0ff71b19ce573609499e1722a66,16.0       ,12.0
iefbde8cc9ae69e9b4a484f753d756d16b2a322101,15.0       ,14.0
ief5452eeb1018e6d7d0246d2b02b5ee34c4ca3def,15.0       ,13.0
ie5993718e35958a3457a7598a9b2755f5cbc174a1,13.0       ,11.0
iec5e71c7404201e41d7f1c081beaa6af02fc1c06b,9.0        ,7.0
ie79b538f7f229111be49b5a50439e9a031d401b9f,11.0       ,9.0
ieff2894ac376d644bbe55a07595f50b039e88137d,13.0       ,11.0
iecf83c738759785d2dae49846f8a0a279d7ea382e,13.0       ,9.0
ie91a05c7ca984f9ea042f96c95dff397bee615e5d,13.0       ,10.0
ieccfa0eaa1557249e589494bf1929257470ba70e3,10.0       ,5.0
ieba00b4fbf1ed6bba723461217d26136494f655dd,11.0       ,9.0
ied409dd7d617262422cd92cfa6e42c2bcc6a248e1,12.0       ,9.0
ie6ce0ae13e9748315941ae08550178636d9037391,12.0       ,10.0
ie1aef162e4ec5f13852f1411a9ea87db6dbb163be,10.0       ,5.0
ie9981ffcff0f2e0ed2a18eb072c2f31d63f4dcb6a,14.0       ,7.0
ieabc9d8b05861db9df1a84c5959241ee9e6c7bb4d,18.0       ,12.0
iea5f25faba4007bfcf1cff19b1c0a2f4254f7e4fa,8.0        ,4.0
ie1794193961dbce674ccb71e3b8daa0d3465c125b,9.0        ,6.0
ie99df9faa4ff64d5dffb5977ceb5312435ab82f82,17.0       ,10.0
iee34a0a5596a2e161f8ba61cf02785c0b84957a57,15.0       ,9.0
ie5a4c483f5db2b06011e8acc152ebfeade28da306,10.0       ,5.0
ie6b9778caef044093ad6048a8b628fbb7bb22abf9,12.0       ,8.0
ie512c3318a17fa562d32999ed2a208fd07564fa19,11.0       ,7.0
iea390fc8466b330d4baea3c226db96a7373be44cc,11.0       ,7.0
ie87b8b17b99be860d98006125e86c8212520a3d17,12.0       ,9.0
ie4806d20603dd2ec721e54e8f1a23c66d28b4403b,19.0       ,16.0
ie64b5c213bc77959f8a63ab7470a4ab8a5f49919c,19.0       ,13.0
ie0483a816ab9a0f305fed2074ae71a3035ede98eb,8.0        ,3.0
ie3699ee07b65c0ade72de5b26f6ff05496328ac28,10.0       ,9.0
ie04508836270ffb20e4df48bd573dbf7d277a0a19,17.0       ,11.0
ie1443796946344f27d44dd804ab7f28ecae84d435,18.0       ,13.0
iedad19320491997f6421357f6b9aa8e2b2b4c45e1,12.0       ,10.0
iee223e0d19cab490c9c62d4b3eaf0432e0046798c,12.0       ,7.0
ie298ce248c197da002a0c7e323fcee45bf0120d82,18.0       ,14.0
iebad3c0045e7908fc061dd3adcfe209e855b684cb,19.0       ,13.0
ie19cf24979979f6828ed71c80e7296f2d02ed027b,11.0       ,8.0
ieaff110a97086e9a515dc61509909b957001f2dfa,11.0       ,5.0
ieb6ac8abd54c9cbff47e7ac980d550fa2d1f72493,10.0       ,4.0
ie910b229f141c3151bf5176b8c57bcd33bdf0e73b,22.0       ,19.0
ie43b4fc43025918857cef3c7160139459213e4090,13.0       ,12.0
ied32484dc4bcadddd40232bc24bf01f85c3a011df,16.0       ,11.0
ieb59ec3f43d49a4c9bba6bcb4a47f92c43733597c,14.0       ,11.0
iefbe2ab0001e83b3126640515aac664dbd150f823,15.0       ,10.0
ie220057268e220ae13e59fde2d2ff5a78b84c3535,14.0       ,11.0
ie7a400518ab29534240908b11d828918a39824935,14.0       ,12.0
iecffba5436809984781e50318809a694c6f52f60e,10.0       ,8.0
iee7c168832d9b759486599fac86b1130473383740,15.0       ,10.0
ieb9a942f6ba58836c9e3033d23e1d636c64715671,17.0       ,13.0
ie1b818161f16a46075ddf5dc264ef7113ade157fb,17.0       ,15.0
ieb0465727876d9426a37c3213be878a1de1905e10,13.0       ,6.0
ie32a5358854158d1ad2d5435492a99eb12e34451b,16.0       ,10.0
ief8be03f37149bccfc161b05cfb96f32834637a88,13.0       ,11.0
ie1edcbf290bf8a5524ab29f502eff9d9c0d7229cc,13.0       ,11.0
ie28e7a5f9812ba9b4f345c32ca941fb5f106d906b,20.0       ,17.0
ie370bc6c2fe124da1b1d1516a9532b41ab580cec5,14.0       ,12.0
ie4f0d5e3e69e1ea6b95ab7b6f2169c0144e422bfd,16.0       ,12.0
iefe2937a0dbb37ac86aa527ad145d0c619cbdc474,9.0        ,8.0
ie5f23187c609cf99168d10d0a1a82f37fdda1a769,4.0        ,1.0
ieea0468b1a8d925ad020857b44070ba0d853946d3,13.0       ,9.0
ie2fa2208f4498ea6c9ea398a9e241ee70ef97b6c7,18.0       ,13.0
ie3a5076eabe039917c4b273a96edf6abc05b1b931,11.0       ,9.0
ie8e174201037adc5f0ddafa72e38191f857e5279f,16.0       ,14.0
iea7afe10b23c93a9bafe0472dea87e2578e43ce7d,10.0       ,7.0
ie60971fcaadf3a7bee99e9e33210e10b658990532,11.0       ,10.0
ie507371823291c73745dfbac90e2107f13514ab8c,18.0       ,14.0
ie1124bb61d2e9bb75ccd34ed7b9bc3b40edcb4ef2,5.0        ,1.0
ieb385dfe4084599fef7ab2c8dcc3b60e05f2584a2,14.0       ,12.0
ie407c8185c7e8dc64bbfeccc4970ea3493c73bea0,17.0       ,14.0
ie90ac4fc83ee513e34f927c62e063d3fc65a3cd31,10.0       ,6.0
ie97d5504ac4d6f51903b70a3603c28a2d55ee6a1a,11.0       ,7.0
ieab93ce126417d1ba28f2e023034109093a20a947,19.0       ,17.0
ie36e24f700c556191d4da9a12f36f7a953fdd31a3,11.0       ,7.0
ied57841704c4607436ee66b2757a48d3c32be8237,9.0        ,9.0
ie2b9c75f25c83fc55494ad2bb27066a8c1ce26a35,16.0       ,10.0
ie7c99a49275337da1afb3d772dcf33b1164644b88,19.0       ,15.0
ie4b5ec2150c082c732d97fd74c1b9d8e11c8f8e02,17.0       ,11.0
ie5ac0bfaf1b61396ab20c1a7f3d3f6649025edfa2,7.0        ,5.0
ie2cdfa1fcba08a50d25be03e4324cbcd58a700952,11.0       ,10.0
iee67fe55be49e8f8a7b1a5ffbfd0164b00680b003,15.0       ,12.0
ieaff2ba360218b9fb417d0ce9093f8c64408c92e0,15.0       ,13.0
ieca4171678b4ead395654e53004e3e2f40a30d346,10.0       ,7.0
ie3f08dfcf8980449cf421c84e56813f57261a44f3,10.0       ,7.0
ie116b43a480a0cad3ce5f585907958efe7e121e49,9.0        ,7.0
iec9789816d854a3b826af5dab04fa039e779be80e,18.0       ,15.0
ie0a133a456a25de9ea71a4427aafda743244c35ab,14.0       ,11.0
ie5d1fa4cd044423b6e678a5db10326024de71c6a2,21.0       ,18.0
ie1c7469195209f55c17d0e42a4102c4853cd70373,10.0       ,10.0
iea2e72708205897de1b356db7f905b125d8abbf6c,22.0       ,19.0
iee6efdc390c023212b00b3e562e4468d6563416f7,15.0       ,12.0
ied9f5a78e8ac5fea0aa1d9a30ffdef6e237e42693,11.0       ,6.0
ie9b569a3865cac5edfa051ed95098b73a2a3e7384,12.0       ,11.0
ie46e6300fa68ad9b9054f64cd2d7d3497a2f4895f,19.0       ,18.0
ie8939ef96cd937391d5062fbc957cc3b2e84b3b90,10.0       ,7.0
iead3f55fa909937d007efd0145e9c81bd5ba94c26,14.0       ,10.0
ief445da53e5bd6cccaebd22eff85a3645b5bd2ac2,12.0       ,7.0
iec115d9ae3041f6713f39c70c5518404e2b8c1741,14.0       ,11.0
ie8744f3698826e00249ac533c8dbeb2712f185739,8.0        ,7.0
ie1b026d34883db8cfcefbe4218a494879ead5b7f3,19.0       ,15.0
ief5e096fed1efee068012485868c1cf007c137972,7.0        ,2.0
ie49f9574a78a53115bfc8062b1bcb39fc96a1cd6a,16.0       ,11.0
ie8493dd67df263b6b4f34dd4fc8b883ed35f208a5,12.0       ,6.0
ief1969e8431d6d0009bde65454e78bd063f9298e7,15.0       ,11.0
ie7301d7bcdbf5758302f3b4069c451a7e16f8ccea,8.0        ,4.0
ie0809a11ebbd6f2b6c6188ef1d99cc157ad2e4b38,10.0       ,8.0
iec021fe2fb2e3528efdcdc68ef177236535a2beb3,16.0       ,9.0
ie172be508510901692434ba4ea38a390a17cb99df,15.0       ,9.0
ie0bc935265b3a1e7504328bafe14945fe9c970885,20.0       ,13.0
ieabe7419224c07f3b82c9122b77190be2ea66be49,11.0       ,6.0
ie3081aff95403f39f38ee56dd4f6260aa3013be0b,12.0       ,9.0
ie6896ffd9e210ba532d01a1ae94698a77834b67ae,15.0       ,12.0
ieb7364ac7a972353585a11e32224f423381b8841b,15.0       ,8.0
ied333aff8b49c7ae665e2a8ca7eece9ff9b73f00e,10.0       ,8.0
iedda5136b91137648ff26d18829c06a48d4763e94,14.0       ,11.0
ie433ad261d73545b2a0630171ad199938e87d303b,14.0       ,11.0
ie80308eb89c1a91feedb5ea6698b50e893c4b08bb,16.0       ,14.0
iee50b4ba99c7406c9608e6dc14b1334f39b00f768,14.0       ,9.0
iea07a7ef064a3e9d50c223bfdc26564dfad4b6db6,18.0       ,16.0
ie75c5df729a2565bae139cbbfe2796078f81cdd45,12.0       ,10.0
ie2958dde778074017e3e680d4e8ca1223d67f4e1d,7.0        ,4.0
ie1e48968c02e892d0f580ad82947bbe440f227f63,13.0       ,11.0
ie278de2ec469b50c9c1c708b7d4e3d20909d2cea8,12.0       ,9.0
ie1026d496449b5c6c47fbc47fffb7d75fde45c3d2,14.0       ,12.0
ie742a3c19c90e9c86767a91c2dcf332a95b873624,13.0       ,9.0
ie0b559b2da211a26b35bcff960df10050b2296268,11.0       ,7.0
iee59e74d0d7a55f765e5034e6d04fe7b1d795a6a6,11.0       ,9.0
iee5de51c498e748fd963fcd7a310ae72bc7a94f0a,12.0       ,9.0
ie72e71584033615cc7953a8650a0713fbf9db00e1,9.0        ,8.0
ie34bcbb9d87707d9765f06ad3eaa4cd2259ddf8c4,19.0       ,17.0
iedc78d9dcfc94dd34b49c5d1b2c28e74c2d26f5ce,17.0       ,11.0
ie4f950091691b71407272cd8ace9cb6e5e7b43b1b,15.0       ,14.0
iea201c82d109f8bef3e5819d446030ab6cec290aa,12.0       ,9.0
ie41ddda782b28979952e48098a81004687d67f699,10.0       ,7.0
ie6817a5fd7589f3050c123df667b2e4ce6fdf7182,12.0       ,6.0
ieee89e710b4822ba7e414f2d2d0de249f8099bf18,11.0       ,9.0
ied48314a84bfa9e1bc00e8088a425ca0415330811,8.0        ,6.0
ie9dac3c4aee9eab7002ff76df5b501e70a8ce90ff,12.0       ,9.0
ief9c03a673832d985374e19b1d0a92664b668c1a9,11.0       ,9.0
ie137df5f507ddeccd6bd22938f221728af7a4166a,9.0        ,8.0
ied24f570ab9d258aa5fbc2dc7353a70f21754acae,23.0       ,15.0
ie3235a7cbc35b46492d0348956ad6f06f205889d7,14.0       ,11.0
ie963bd65c2ab9497a82b3a83661d8f12c34d912f9,18.0       ,13.0
ief0bec8424378c390f869e541216d6c924bb6ab6b,12.0       ,8.0
ieb55a05d4decab3fb9ae66dd93d4adcb68bf2f891,15.0       ,11.0
ied05016778edc9d1c22393a367f8c9c3bee75bc62,13.0       ,8.0
ie4dfff54be13ae0af73c07df2f02dbb2af4fc8531,12.0       ,7.0
ie0d2db860a3ec42e04a83ad907ba7527dc86233bf,14.0       ,10.0
iedd95263d6cc3b5218eebcc10434e061a03c03c68,9.0        ,8.0
ief97e7c17c9f1ca354b87132fad80389abdbe00b9,19.0       ,18.0
ie449bd7e70d210cf1260fe12acddec57079621dd5,12.0       ,9.0
iea1b800ece601f0c9123346693d5ec006e838121c,10.0       ,5.0
ie66921a68cd48d7e041ca667d923623769ad1d141,11.0       ,8.0
ie37d487031ace462ce2bf43154a618b54e61d2c70,19.0       ,16.0
iea2436db7176d2e50cc4d44619a511ff7f571fc70,21.0       ,16.0
ie5db3c1b211740974b2e037d62b34bd0e861b834c,12.0       ,9.0
ie2c7e3477d694689096d803c01f39bd361cd24c7a,16.0       ,12.0
iedb72f7fbdd454780f9d99e4cf6113bcbe3d68366,12.0       ,7.0
ie03996f3b47cb25fb06cf6ce3da012244dd3cf070,7.0        ,6.0
ie20da631a00cb240b26e05d6690bb7bd702a974c5,16.0       ,12.0
iedbdf86b65f34a58d7c061153a7863649045f94aa,14.0       ,13.0
iee60a3e6c54c39de125792f0e1d9a524752647e92,15.0       ,12.0
ied090e98b598c969896611f09e5a2430376f10189,14.0       ,8.0
iea03958e9852249cdce134ec1acea37ffc96a0727,13.0       ,10.0
ie45b609bf60f2b65c2ef2a3fa0b88cfa0a406e2a1,15.0       ,13.0
ie9a63e853b598c45478c55248ca141b54c3db5f57,16.0       ,14.0
ie39dfab7d506e46cb391b8db5e38f61bae4cd76a3,13.0       ,8.0
ie9a2cf712a88bec801a4f90cb05eaa6ca03423ff9,17.0       ,14.0
ie5aadffc1091b72f8a884a36580ce2e98b73e2a16,17.0       ,13.0
ied4fb9653367248b92c4b53651045de0182b9a514,13.0       ,7.0
ieec8c3e6f41fa060c4c5c3649d41e10c2a93b6400,15.0       ,10.0
ie3ff3321afd2a83d883e3275edb440e752028b5f6,14.0       ,12.0
iebb15349ae4724044497a200cf683222d2b1e9efb,12.0       ,8.0
ie3eabeedaf81545d42df260b1f42fc996792195e8,7.0        ,2.0
ie91fed01e18f766de91c41950f713e77ce1741a77,8.0        ,3.0
ieaee8e5b21ca0109876cdb6aeb3fbbb44e491b5cb,11.0       ,7.0
ie37c36a60a185261a6042fdbb993a7b177cd5752d,11.0       ,8.0
ie4f1ed5d583bb4de388149fb5d88cc70ea22da827,16.0       ,15.0
iea0f60737226a2846a78a64e22b74861fe11fad61,14.0       ,11.0
ie1e74b3b05476c3c329ca40dfc21a551b2562b908,12.0       ,8.0
ie5b96c4d6893a6ac07f3301643bbef113d98a45ac,14.0       ,13.0
ie98d28c50a9a0683d91e897f7c48c03e21fe187c1,18.0       ,14.0
iea06fbc406c697585a6f64dae421af1ab980c35fb,3.0        ,1.0
iefa1b84c7f4d10e79a0b3532d556059e547eb6668,13.0       ,9.0
iee4d25694fa1baeb151bf104957e050b93137114f,17.0       ,12.0
ie310600a972d1b3647e5d587c9d2e3d3f3676d297,17.0       ,15.0
iebc49e0e5521bbcbeb1f3a21921af916a887f7289,19.0       ,19.0
ief9a5f42cbdcf2ad641699d6fb44b1ec4dd6d4e1c,9.0        ,6.0
ief34df078deba9c88ed55501d133082a12a807043,17.0       ,10.0
ieb1bbb1de93919f11105eca8eb69bc1e664d51a14,9.0        ,5.0
ie3ec064240bd6e4325bc06344f15acbb49f0a4ea9,10.0       ,6.0
ie15fa2ba76b0f8f6e9803d3a09dc43057096978cc,11.0       ,8.0
ie2bcb4699c688363e25d0cd1cfbc2b81b30796a9b,17.0       ,16.0
ie666c20f0170cb3829b74dd6a4352c58820d6b515,4.0        ,3.0
ieb6cfd0a98ea6e3f2018aff490395c3fc5d0a7182,17.0       ,13.0
ied5da50d7b23ff18d77d9efe041378a02b21a20ac,11.0       ,10.0
ie6c16ab52618703a1b58455db7d2f7e7faa0bb510,14.0       ,11.0
ie6079cb1ce981393239081c5b0bc7cdaed184ac1d,17.0       ,12.0
ie4efc2a872aeedf62319ef44c6af4055f2f981624,12.0       ,8.0
iea994480ed5d3f456c2e466d4c9f3dcd8673168f2,20.0       ,13.0
ie090c97c84bfff6a7cc00dcad3706b4084f0f19b7,16.0       ,12.0
ie54924b49a9334ed3d1ef77f73dcebf754903e427,13.0       ,11.0
ie88cc5ea76e268bd005bbdea4679ef6d319b2c8e9,10.0       ,9.0
iee8ec71fa6629bf44409c634d615ef56457749992,13.0       ,11.0
ied81b1b97d39fd1b64ec0d81b3c6899d685c5d211,16.0       ,13.0
ie1cbb7e1410c59f4785b1961ba6706b6f48140be6,15.0       ,12.0
iec1765e1ff502e243a5b4509282d929a8ceba5e9b,15.0       ,13.0
ie767abb2580550477f707a31ff0763139dbe3f18b,23.0       ,19.0
ieb2a546cf9b7a075bc30c1d1752fb588db8e64f0c,14.0       ,12.0
iea0b9908a23696b59d58869eb38e2045a041a138b,7.0        ,4.0
ie5fcb2d4375774f700134d802bfe2a4e0b2398922,18.0       ,11.0
ieccc3fb5686388d3aa0a4d2a8cac8c274e7b2adb2,12.0       ,9.0
ieade47292dd08ef2f003059d312a1f30e230a4cf4,19.0       ,15.0
ie2a218d2a836d888b6f3aa621d6125b47a6f8fd41,15.0       ,11.0
ie93d63e42e5c57cad68efe0c63f3be77ffcfa5d2e,16.0       ,11.0
ie5a4207d1108e49b79f1c5adf18dc0520356b7bff,7.0        ,4.0
iec26f5b056a6ff55744e4e3dfdc273b8c0b019ae1,13.0       ,10.0
iebc271284b790185ed6cc0ff14deff843cc51e490,6.0        ,2.0
ie6e6429f21e1a536aeee3ad530f333bb95d464345,10.0       ,6.0
ie27f05b6d704061e318ca6b715c767c7de89b062d,14.0       ,9.0
ie4bb158d90c3d9f52faacbf3d3425c6ada3b154a8,18.0       ,11.0
ie0b5c25b0926f13dea9f442450287fa2ef99514ef,18.0       ,16.0
ie57e5e61dab85ab627cc2cd510a171d1ba4b01631,13.0       ,8.0
ie027ec74b2c83655fa90134aa299c8c1d93f34e18,11.0       ,8.0
ied0c83f0f639c05e98c85efaab9e89da35d5abc1c,19.0       ,12.0
ie778f7b8a208466ad92063e84a49ccf74135f92bc,11.0       ,8.0
ie757f167d1423f5cd1072b8bf1003906774ba0f9f,12.0       ,5.0
ie6d13d46fec6e8621fe4062fa6c8cee209c879665,11.0       ,6.0
ie3a53625b69cdca03cead9c5b394e5c52fd334a5c,16.0       ,11.0
iee64a6ab2bc6acd462e2d1e7af6695bd9f6c5ab36,14.0       ,11.0
ie223459a7e004f4d1233e66fdad7960131ddbd49d,16.0       ,14.0
ief2cab76468fc50121778eb56aa9387ed68dcc1eb,14.0       ,13.0
ie623da53c209ae6439bf70c7263e3617663160644,14.0       ,11.0
iece54b139b3c0b37b06aca02389b84d5393d6a3b1,8.0        ,7.0
ie8324d42e00e75faeec326222a446a62f1949738b,8.0        ,5.0
ie3b405310b15f760b6716e7776992c1b3aedf9cb4,4.0        ,1.0
ie9bbaad56d9830273ca3ce1ede8b9559acb71fd67,15.0       ,11.0
ief01e197a01f73a60ea227a70fcb1e82c73efa778,15.0       ,13.0
ie7e294c9dac82d619783c6512743bd39dbddcb1c9,17.0       ,13.0
ieaf2c8f2e286c10951ea45750631ea826e8b9d50a,9.0        ,9.0
iee924fb30ee8021f3709df000ac57afc230111dfd,11.0       ,9.0
ieec19081d13f7aa8f8a073c5f4bf4026dc0952681,19.0       ,14.0
ie23541d1cdc789fc38290046819beb577ff40662e,9.0        ,4.0
ie60d464451ccf545ce140863190dc683570e5caa4,16.0       ,9.0
ie9c9a2b298c39a9d703a1330845f428e2cd5df31f,21.0       ,18.0
ieb1bcf60e3f1a1217f6769269f444228d489c4d93,21.0       ,16.0
ie572ddb3d09a2edc9885fa78e695ca0f6d930bc8e,16.0       ,13.0
ieabe0f9254dc752169b14f9b9a77f1453ef5d097d,12.0       ,5.0
ie441cf68f960fa6d7907ba7428452813a4395b0d1,13.0       ,11.0
ief97d3a50b444fff23f673df927fd1651a79811af,18.0       ,16.0
ie2e9733dd29154e498fb77a8ea119d2c7fbcb9162,13.0       ,12.0
ie371671072680f49c1481600080b5fafe7dfce72d,17.0       ,13.0
ie6931c2154eab5d5f4f12c47b89246e8191478f72,13.0       ,9.0
ie0f79ab6823c14156f3df0c8b98173d99a0740248,11.0       ,7.0
ie74665d40632217748fccf7baaa608c1aee238dc9,17.0       ,16.0
ie3c951b0cc33bd7d577ef842b66277aa8038b2fba,11.0       ,11.0
ie78463702ee138bc04c969b24665f4afb0d1e301d,11.0       ,5.0
ie8f3f49af36a1d4691f063fce19dc5816f5eb55a0,17.0       ,11.0
ie0e1b15e4e9a5d1fb0ebe3844b91238f40848131c,15.0       ,9.0
ie7a3db062b312d5b08c1bfb8f145fe80d3cd15bf0,15.0       ,12.0
ie04cd60f1c86fb003789fb13fd64b3c84923f7ebc,24.0       ,21.0
ie607c03b3a02917e8b9094b800f4e07eaaa410bbb,15.0       ,12.0
ie8fb933bc9168bbb98beecc9ac5ec273d7891c3c5,15.0       ,11.0
ie28c5af6df4cbeaa4ca701062307500b33ad7735b,15.0       ,9.0
ie77b12a0ed1a23f8937ae7fbbb738e961140d2f46,17.0       ,12.0
iece27c50085beaa635ffe6fb416722507981700db,16.0       ,14.0
ie4ea33fc0aff3d363f96a2bce124fde313b80c49a,13.0       ,10.0
ie990db6ed6a087680d8e417a70d6e117d963b67fb,13.0       ,9.0
ief56fc4e3bf1125e419e7b73e9d85e7fc9437fcd5,9.0        ,3.0
ied33b7df32db839c05c5837d19445199cf03818dd,10.0       ,10.0
ied58aec136575daf74768e17534a7a3837d9df492,16.0       ,13.0
ie35027eca117e0cf9f7ee77668294ee5224248678,9.0        ,3.0
ie9c6fa9374c7a3f726739346786c4570fed2677f3,16.0       ,12.0
ie8b00129ab63837738aecbec31d7bb7207f642417,16.0       ,9.0
iea4eaf57079d5ae92906155e5b2f816fb120151fd,19.0       ,15.0
ie5c0f8c1747e63c167e1f39c02e7f655f2a4ceea9,14.0       ,8.0
ieda5bd6f9804408b4d59638e2c61160017be9ed3d,10.0       ,6.0
ie1ecbb4ef8f8f3a05f3bcc0ec4098e062c3374a97,11.0       ,8.0
iebd2c26ee8d5df41f64ca6f060b755f9a2f6e4406,11.0       ,7.0
ie2d75af339603d21f27d751436d01537841319dee,8.0        ,6.0
iec0dc21614373b48eced233ec1b15866dd9fc4319,12.0       ,9.0
ie0559eed0189d59df2f89b6911cee7dc4d230ffbe,14.0       ,10.0
ie5fc860a549fd6a4b149eb77e145e0b2b756ef3c6,17.0       ,11.0
ie4fde0a75613d521c1b4e0752823e8ca550143e59,9.0        ,6.0
ie402510ff13a9d820b20237abe88ff802ad702561,9.0        ,5.0
iece3d34765fe49db190a15281e71362547f9db7e4,10.0       ,6.0
ie919dca44a2bba9c02dfbe45a718858bf7e74aa7e,19.0       ,16.0
ie6fcd3290ac346124f2757a820568c368f40eeb66,14.0       ,11.0
ie4eb0768f2c43f69fb170998d42fac3db22fc4a2d,15.0       ,11.0
ie74359974c85be388a520b6db8854a1bbf687b748,13.0       ,8.0
ie4b4dcaf40bebe9cf63f86575c0547f2e61c39f96,22.0       ,20.0
ie9fc55eb5eeff0319d86331c66c6c7bc6128e5a2b,4.0        ,1.0
ie8caf6d2fbb97c874908b701bc20b400060773a45,12.0       ,8.0
ieba6fffa31416350b867fed24c5aef3eed8b0851d,13.0       ,10.0
ie5139b978f1f9739984b806ae629b535c6ad138c6,14.0       ,10.0
ief4a459f619c5186ea05606dd23915c3aa54e2db4,12.0       ,7.0
ie3dd1de7054757698a8608c8237ee0f35a7288c38,15.0       ,13.0
iec1016b43946d03e8e9ca956a26c1e53a3b377862,11.0       ,8.0
ieb4021967b5d85d080cafcb8cac33d45391837c90,11.0       ,11.0
ied8b799a3a8582c633f1a4a8948b7abca3d3268d1,16.0       ,10.0
ie3524ef3604f405e3d423e175416740935d240ecd,12.0       ,8.0
ie7a47bad6c347d77c2eca4af9d08ceb9dce59019b,14.0       ,12.0
ie0722e15a6d1bd79f3d5dcd6283b0f66eed58aa21,3.0        ,2.0
